qid|a1|Lde|a2|P31|a3|P31_2|a4|P625|a5|P571|a6|P528|a7|P972
QX810|Lde|'Altersheim Sydefädeli'|P31|Q1630622|P31|Q53628618|P625|@47.3951750589362/8.51734521469527|P571|+1984-00-00T00:00:00Z/9.|P528|1100|P972|Q53629101
QX811|Lde|'Altersheim Sydefädeli'|P31|Q1630622|P31|Q53628618|P625|@47.3954312154169/8.51761547322197|P571|+1984-00-00T00:00:00Z/9.|P528|1100|P972|Q53629101
QX812|Lde|'Schulhaus Hardau'|P31|Q1630622|P31|Q53628618|P625|@47.3825529455649/8.50968061711977|P571|+1984-00-00T00:00:00Z/9.|P528|1106|P972|Q53629101
QX813|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4094488581244/8.48226692838232|P571|+1985-00-00T00:00:00Z/9.|P528|1108|P972|Q53629101
QX814|Lde|'IBM'|P31|Q1630622|P31|Q53629707|P625|@47.3913066025125/8.48756808630442|P571|+1986-00-00T00:00:00Z/9.|P528|1115|P972|Q53629101
QX815|Lde|'IBM'|P31|Q1630622|P31|Q53629707|P625|@47.3913542036834/8.48739074650295|P571|+1986-00-00T00:00:00Z/9.|P528|1115|P972|Q53629101
QX816|Lde|'Sportplatz'|P31|Q1630622|P31|Q53628618|P625|@47.4080004635226/8.53580718305538|P571|+1986-00-00T00:00:00Z/9.|P528|1116|P972|Q53629101
QX817|Lde|'Sportplatz'|P31|Q1630622|P31|Q53628618|P625|@47.4079990497092/8.53318408436988|P571|+1986-00-00T00:00:00Z/9.|P528|1116|P972|Q53629101
QX818|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3557108641184/8.57329038460751|P571|+1988-00-00T00:00:00Z/9.|P528|1129|P972|Q53629101
QX819|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4152789066699/8.5632414059614|P571|+1988-00-00T00:00:00Z/9.|P528|1135|P972|Q53629101
QX820|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3704296567985/8.48602986080508|P571|+1988-00-00T00:00:00Z/9.|P528|1136|P972|Q53629101
QX821|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3601750487701/8.49926277308991|P571|+1988-00-00T00:00:00Z/9.|P528|1137|P972|Q53629101
QX822|Lde||P31|Q1630622|P31|Q53629707|P625|@47.360006261182/8.49963131488993|P571|+1988-00-00T00:00:00Z/9.|P528|1137|P972|Q53629101
QX823|Lde|'Altersheim Tiergarten'|P31|Q1630622|P31|Q53629707|P625|@47.364763727366/8.51024150308659|P571|+1988-00-00T00:00:00Z/9.|P528|1138|P972|Q53629101
QX824|Lde|'Rütihof'|P31|Q1630622|P31|Q53629707|P625|@47.4135191115219/8.47537587738458|P571|+1988-00-00T00:00:00Z/9.|P528|1139|P972|Q53629101
QX825|Lde|'Patumbah-Park'|P31|Q1630622|P31|Q53628618|P625|@47.3568191123514/8.55948833656286|P571|+1989-00-00T00:00:00Z/9.|P528|1143|P972|Q53629101
QX826|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3832106795836/8.57397673692756|P571|+1989-00-00T00:00:00Z/9.|P528|1144|P972|Q53629101
QX827|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3761524859263/8.56283161368963|P571|+1990-00-00T00:00:00Z/9.|P528|1146|P972|Q53629101
QX828|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4017029537659/8.49664649050768|P571|+1990-00-00T00:00:00Z/9.|P528|1147|P972|Q53629101
QX829|Lde|'ehemaliges Reservoir Schlössli'|P31|Q1630622|P31|Q53628618|P625|@47.3820506017422/8.55841242467569|P571|+1991-00-00T00:00:00Z/9.|P528|1154|P972|Q53629101
QX830|Lde|'Im Hofe'|P31|Q1630622|P31|Q53629707|P625|@47.389736120663/8.49101927431777|P571|+1991-00-00T00:00:00Z/9.|P528|1156|P972|Q53629101
QX831|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3866407698427/8.49627976020289|P571|+1992-00-00T00:00:00Z/9.|P528|1164|P972|Q53629101
QX832|Lde|'Altersheim Oberstrass'|P31|Q1630622|P31|Q53628618|P625|@47.3931432862563/8.5471831949474|P571|+1971-00-00T00:00:00Z/9.|P528|1166|P972|Q53629101
QX833|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3811379782512/8.54591327798976|P571|+1993-00-00T00:00:00Z/9.|P528|1169|P972|Q53629101
QX834|Lde|'bei Kirche'|P31|Q1630622|P31|Q53629707|P625|@47.3762249981065/8.49190891193422|P571|+1983-00-00T00:00:00Z/9.|P528|1084|P972|Q53629101
QX835|Lde|'Epilepsie-Klinik'|P31|Q1630622|P31|Q53629707|P625|@47.3470995272222/8.57142595828531|P571|+1993-00-00T00:00:00Z/9.|P528|1171|P972|Q53629101
QX836|Lde||P31|Q1630622|P31|Q53628618|P625|@47.380746170822/8.55258607343217|P571|+1994-00-00T00:00:00Z/9.|P528|1173|P972|Q53629101
QX837|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4168270368594/8.54205090699933|P571|+1994-00-00T00:00:00Z/9.|P528|1174|P972|Q53629101
QX838|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3608795250629/8.50482533382727|P571|+1994-00-00T00:00:00Z/9.|P528|1175|P972|Q53629101
QX839|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3701557121951/8.5374277168787|P571|+1982-00-00T00:00:00Z/9.|P528|1178|P972|Q53629101
QX840|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4097078354704/8.54408327483708|P571|+1995-00-00T00:00:00Z/9.|P528|1179|P972|Q53629101
QX841|Lde|'Eingang Neurologie, Seite Spöndlistrasse'|P31|Q1630622|P31|Q53629707|P625|@47.3794820767471/8.54925621097293|P571|+1985-00-00T00:00:00Z/9.|P528|1180|P972|Q53629101
QX842|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3782149829935/8.55096722200365|P571|+1985-00-00T00:00:00Z/9.|P528|1181|P972|Q53629101
QX843|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3790489282714/8.53709164660354|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX844|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3789014962812/8.53701900316277|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX845|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3787612481194/8.53693723813428|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX846|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3786219899448/8.53685162702037|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX847|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3784764120545/8.53676844201187|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX848|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3783350087707/8.53668705178574|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX849|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3782046041156/8.5366068552931|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX850|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3781311649786/8.53804094855029|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX851|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3782743932087/8.53811951928514|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX852|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3784167123801/8.53821042723775|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX853|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3785652502368/8.53829439230135|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX854|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3787090220106/8.53838010025266|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX855|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3788368970538/8.53845565437835|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX856|Lde|'Wasserspiel Elvia-Versicherung'|P31|Q1630622|P31|Q53629707|P625|@47.3677332376532/8.53588347439855|P571|+nan-00-00T00:00:00Z/9.|P528|1184|P972|Q53629101
QX857|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3540950402946/8.59637665411039|P571|+1995-00-00T00:00:00Z/9.|P528|1185|P972|Q53629101
QX858|Lde|'Freizeitanlage Buchholz'|P31|Q1630622|P31|Q53628618|P625|@47.3616806426298/8.584146601006701|P571|+1996-00-00T00:00:00Z/9.|P528|1187|P972|Q53629101
QX859|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.412215370111/8.47906597443371|P571|+1995-00-00T00:00:00Z/9.|P528|1188|P972|Q53629101
QX860|Lde|'Friedhof'|P31|Q1630622|P31|Q53628618|P625|@47.3324609159217/8.51235414338342|P571|+1990-00-00T00:00:00Z/9.|P528|1190|P972|Q53629101
QX861|Lde|'Sportanlage Buchlern'|P31|Q1630622|P31|Q53628618|P625|@47.3807046379121/8.47710866112519|P571|+1997-00-00T00:00:00Z/9.|P528|1191|P972|Q53629101
QX862|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3424117909124/8.53511025861253|P571|+nan-00-00T00:00:00Z/9.|P528|1192|P972|Q53629101
QX863|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3966565064627/8.50533999069297|P571|+1997-00-00T00:00:00Z/9.|P528|1193|P972|Q53629101
QX864|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3705489271787/8.53235818010758|P571|+1999-00-00T00:00:00Z/9.|P528|1196|P972|Q53629101
QX865|Lde|'GZ Heuried'|P31|Q1630622|P31|Q53628618|P625|@47.3673799098756/8.50322777114791|P571|+nan-00-00T00:00:00Z/9.|P528|1198|P972|Q53629101
QX866|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3824804210138/8.48845164733252|P571|+1999-00-00T00:00:00Z/9.|P528|1199|P972|Q53629101
QX867|Lde|'Stadtspital Triemli, Maternité. Trinkbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3654651122668/8.49583051313375|P571|+nan-00-00T00:00:00Z/9.|P528|1202|P972|Q53629101
QX868|Lde|'Stadtspital Triemli, Spital'|P31|Q1630622|P31|Q53628618|P625|@47.3655828407528/8.49773906213465|P571|+nan-00-00T00:00:00Z/9.|P528|1202|P972|Q53629101
QX869|Lde|'Stadtspital Triemli, Spital'|P31|Q1630622|P31|Q53628618|P625|@47.3659504282596/8.49744051607423|P571|+nan-00-00T00:00:00Z/9.|P528|1202|P972|Q53629101
QX870|Lde|'Im Park'|P31|Q1630622|P31|Q53629707|P625|@47.3762284044084/8.55058129100901|P571|+nan-00-00T00:00:00Z/9.|P528|1210|P972|Q53629101
QX871|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3762966797849/8.49795485851151|P571|+2002-00-00T00:00:00Z/9.|P528|1215|P972|Q53629101
QX872|Lde|'Schulhaus Heubeeribüel'|P31|Q1630622|P31|Q53628618|P625|@47.3815784344768/8.56579752515264|P571|+2002-00-00T00:00:00Z/9.|P528|1216|P972|Q53629101
QX873|Lde|'hinter 50'|P31|Q1630622|P31|Q53629707|P625|@47.3811183441681/8.5615474480772|P571|+nan-00-00T00:00:00Z/9.|P528|1217|P972|Q53629101
QX874|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3936874976368/8.5129108955924|P571|+2002-00-00T00:00:00Z/9.|P528|1218|P972|Q53629101
QX875|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3656278704942/8.56825601887024|P571|+nan-00-00T00:00:00Z/9.|P528|1219|P972|Q53629101
QX876|Lde|'Krankenheim Käferberg'|P31|Q1630622|P31|Q53628618|P625|@47.3990744564121/8.51645426005351|P571|+2002-00-00T00:00:00Z/9.|P528|1222|P972|Q53629101
QX877|Lde|'Binzmühle-/Regina Kägi-Strasse'|P31|Q1630622|P31|Q53628296|P625|@47.4126968308091/8.53333127010743|P571|+2003-00-00T00:00:00Z/9.|P528|1224|P972|Q53629101
QX878|Lde|'Schulhaus Scherr'|P31|Q1630622|P31|Q53628618|P625|@47.384279152535/8.54678353293546|P571|+2003-00-00T00:00:00Z/9.|P528|1227|P972|Q53629101
QX879|Lde|'Schulhaus Fluntern'|P31|Q1630622|P31|Q53628618|P625|@47.376144806531/8.55839817946188|P571|+nan-00-00T00:00:00Z/9.|P528|1234|P972|Q53629101
QX880|Lde|'Im Hof'|P31|Q1630622|P31|Q53629707|P625|@47.4099611832552/8.55261372156242|P571|+2004-00-00T00:00:00Z/9.|P528|1238|P972|Q53629101
QX881|Lde|'Station Leimbach'|P31|Q1630622|P31|Q53628296|P625|@47.3334808672328/8.51898039068555|P571|+1927-00-00T00:00:00Z/9.|P528|133|P972|Q53629101
QX882|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3680464748281/8.52432431155858|P571|+1931-00-00T00:00:00Z/9.|P528|199|P972|Q53629101
QX883|Lde|'Spielplatzanlage Oberstrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3858827990713/8.54718152014437|P571|+1928-00-00T00:00:00Z/9.|P528|284|P972|Q53629101
QX884|Lde|'Im Birkenhof'|P31|Q1630622|P31|Q53628296|P625|@47.3953071753252/8.53934753217443|P571|+1928-00-00T00:00:00Z/9.|P528|285|P972|Q53629101
QX885|Lde|'unterhalb Treppe Kirche Fluntern'|P31|Q1630622|P31|Q53628296|P625|@47.3766288498996/8.55633255744766|P571|+1962-00-00T00:00:00Z/9.|P528|364|P972|Q53629101
QX886|Lde|'Alfred-Escher-Brunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3771219821785/8.53996274009215|P571|+1880-00-00T00:00:00Z/9.|P528|38|P972|Q53629101
QX887|Lde|'Limmattalstrasse nach 111'|P31|Q1630622|P31|Q53628296|P625|@47.3995019142909/8.50506181279891|P571|+2000-00-00T00:00:00Z/9.|P528|446|P972|Q53629101
QX888|Lde|'Felix und Regulabrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3752748442434/8.54079879990619|P571|+1917-00-00T00:00:00Z/9.|P528|47|P972|Q53629101
QX889|Lde|'Wasserspiel über Reservoir'|P31|Q1630622|P31|Q53628296|P625|@47.3950962563132/8.55273710798186|P571|+1977-00-00T00:00:00Z/9.|P528|509|P972|Q53629101
QX890|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3701115003249/8.54439791932124|P571|+1964-00-00T00:00:00Z/9.|P528|515|P972|Q53629101
QX891|Lde|'Höhere Töchterschule'|P31|Q1630622|P31|Q53629707|P625|@47.3686110482701/8.54846389096942|P571|+1909-00-00T00:00:00Z/9.|P528|516|P972|Q53629101
QX892|Lde|'Schulhaus Hirschengraben'|P31|Q1630622|P31|Q53628618|P625|@47.3736703689051/8.54779062383905|P571|+1928-00-00T00:00:00Z/9.|P528|517|P972|Q53629101
QX893|Lde|'Schulhaus Hirschengraben'|P31|Q1630622|P31|Q53628618|P625|@47.3738374802582/8.54748151765646|P571|+1928-00-00T00:00:00Z/9.|P528|517|P972|Q53629101
QX894|Lde|'Schulhaus Hirschengraben'|P31|Q1630622|P31|Q53628618|P625|@47.3737882418731/8.54734740113933|P571|+1928-00-00T00:00:00Z/9.|P528|517|P972|Q53629101
QX895|Lde|'in der Anlage'|P31|Q1630622|P31|Q53628296|P625|@47.3666815545646/8.5405975549237|P571|+1930-00-00T00:00:00Z/9.|P528|52|P972|Q53629101
QX896|Lde|'Schulhaus Wolfbach'|P31|Q1630622|P31|Q53628618|P625|@47.3715276193647/8.54845494098759|P571|+1935-00-00T00:00:00Z/9.|P528|521|P972|Q53629101
QX897|Lde|'Pfrundhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3768316412485/8.54602539080582|P571|+1998-00-00T00:00:00Z/9.|P528|522|P972|Q53629101
QX898|Lde|'Villa Tobler'|P31|Q1630622|P31|Q53628618|P625|@47.3702580876684/8.54643844204118|P571|+1913-00-00T00:00:00Z/9.|P528|526|P972|Q53629101
QX899|Lde|'Schulhaus Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3410567741272/8.53412622719549|P571|+nan-00-00T00:00:00Z/9.|P528|529|P972|Q53629101
QX900|Lde|'Schulhaus Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3417604100055/8.53383300938834|P571|+nan-00-00T00:00:00Z/9.|P528|529|P972|Q53629101
QX901|Lde|'Manessebrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3709208888465/8.54677491237475|P571|+1931-00-00T00:00:00Z/9.|P528|53|P972|Q53629101
QX902|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3572797379359/8.53363378116867|P571|+nan-00-00T00:00:00Z/9.|P528|533|P972|Q53629101
QX903|Lde|'Schulhaus Gabler'|P31|Q1630622|P31|Q53628618|P625|@47.3602542251234/8.52995456429024|P571|+nan-00-00T00:00:00Z/9.|P528|535|P972|Q53629101
QX904|Lde|'Schulhaus Manegg'|P31|Q1630622|P31|Q53628618|P625|@47.348083027356/8.52671598054961|P571|+nan-00-00T00:00:00Z/9.|P528|536|P972|Q53629101
QX905|Lde|'beim Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3400627681949/8.52662452837518|P571|+nan-00-00T00:00:00Z/9.|P528|537|P972|Q53629101
QX906|Lde|'beim Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3333898519081/8.51702212550525|P571|+nan-00-00T00:00:00Z/9.|P528|539|P972|Q53629101
QX907|Lde|'Schulpavillon'|P31|Q1630622|P31|Q53628618|P625|@47.338364965721/8.53315100704462|P571|+nan-00-00T00:00:00Z/9.|P528|540|P972|Q53629101
QX908|Lde|'Schulhaus Leimbach Falletsche'|P31|Q1630622|P31|Q53628618|P625|@47.3335647713356/8.51547590777353|P571|+1953-00-00T00:00:00Z/9.|P528|541|P972|Q53629101
QX909|Lde|'Schulhaus Bühl B'|P31|Q1630622|P31|Q53628618|P625|@47.3684601052803/8.51631799802216|P571|+1976-00-00T00:00:00Z/9.|P528|547|P972|Q53629101
QX910|Lde|'Kindergartengebäude'|P31|Q1630622|P31|Q53628618|P625|@47.3732776317873/8.5167734735297|P571|+nan-00-00T00:00:00Z/9.|P528|557|P972|Q53629101
QX911|Lde|'Waldmannbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3682854364587/8.5465784031685|P571|+1935-00-00T00:00:00Z/9.|P528|56|P972|Q53629101
QX912|Lde|'Schulhaus Im Gut'|P31|Q1630622|P31|Q53628618|P625|@47.3715445776068/8.50375167217106|P571|+1949-00-00T00:00:00Z/9.|P528|560|P972|Q53629101
QX913|Lde|'Schulhaus Rebhügel'|P31|Q1630622|P31|Q53628618|P625|@47.365366802501/8.51708177313328|P571|+1951-00-00T00:00:00Z/9.|P528|561|P972|Q53629101
QX914|Lde|'Schulhaus Rebhügel'|P31|Q1630622|P31|Q53628618|P625|@47.3661472278369/8.51665601599204|P571|+1951-00-00T00:00:00Z/9.|P528|561|P972|Q53629101
QX915|Lde|'Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3683516194583/8.5035541377655|P571|+1954-00-00T00:00:00Z/9.|P528|562|P972|Q53629101
QX916|Lde|'Schulhaus Küngenmatt'|P31|Q1630622|P31|Q53628618|P625|@47.36822168159/8.50283038806479|P571|+1954-00-00T00:00:00Z/9.|P528|563|P972|Q53629101
QX917|Lde|'Heiligfeld, Wasserspiel auf Spielplatz'|P31|Q1630622|P31|Q53628618|P625|@47.37968470096/8.50518516227871|P571|+nan-00-00T00:00:00Z/9.|P528|1236|P972|Q53629101
QX918|Lde|'Schulhaus Döltschi'|P31|Q1630622|P31|Q53628618|P625|@47.3641887026417/8.49948712622936|P571|+1964-00-00T00:00:00Z/9.|P528|565|P972|Q53629101
QX919|Lde|'Schulhaus Döltschi'|P31|Q1630622|P31|Q53628618|P625|@47.3643432855131/8.50008410076268|P571|+1964-00-00T00:00:00Z/9.|P528|565|P972|Q53629101
QX920|Lde|'Im Hofe'|P31|Q1630622|P31|Q53628618|P625|@47.3848229720137/8.53058054289238|P571|+1909-00-00T00:00:00Z/9.|P528|576|P972|Q53629101
QX921|Lde|'Schulhaus Milchbuck'|P31|Q1630622|P31|Q53628618|P625|@47.3958916522535/8.53748334484187|P571|+1930-00-00T00:00:00Z/9.|P528|586|P972|Q53629101
QX922|Lde|'Schulhaus Milchbuck'|P31|Q1630622|P31|Q53628618|P625|@47.3956707418479/8.53792598464176|P571|+1930-00-00T00:00:00Z/9.|P528|586|P972|Q53629101
QX923|Lde|'Schulhaus Turnerstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.387898409858/8.54180275108411|P571|+1904-00-00T00:00:00Z/9.|P528|588|P972|Q53629101
QX924|Lde|'Schulhaus Allenmoos I'|P31|Q1630622|P31|Q53628618|P625|@47.4021900871832/8.53928721066233|P571|+nan-00-00T00:00:00Z/9.|P528|592|P972|Q53629101
QX925|Lde|'Sportplatz Steinkluppe'|P31|Q1630622|P31|Q53628618|P625|@47.4009799844489/8.54010164391842|P571|+1957-00-00T00:00:00Z/9.|P528|593|P972|Q53629101
QX926|Lde|'Sportplatz Steinkluppe'|P31|Q1630622|P31|Q53628618|P625|@47.4011552422033/8.54061233970917|P571|+1957-00-00T00:00:00Z/9.|P528|593|P972|Q53629101
QX927|Lde|'Schulhaus Huttenstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3820876466865/8.54877122462014|P571|+1959-00-00T00:00:00Z/9.|P528|594|P972|Q53629101
QX928|Lde|'Schulhaus Hofackerstrasse  Turnhalle'|P31|Q1630622|P31|Q53628618|P625|@47.3624200231739/8.56507718362059|P571|+1938-00-00T00:00:00Z/9.|P528|597|P972|Q53629101
QX929|Lde|'Spielplatz'|P31|Q1630622|P31|Q53628618|P625|@47.3659258776855/8.554829821716499|P571|+nan-00-00T00:00:00Z/9.|P528|598|P972|Q53629101
QX930|Lde|'beim Kreisgebäude'|P31|Q1630622|P31|Q53628618|P625|@47.3695700023324/8.55641053108804|P571|+nan-00-00T00:00:00Z/9.|P528|599|P972|Q53629101
QX931|Lde|'Schulhaus Langmatt'|P31|Q1630622|P31|Q53628618|P625|@47.3568723504143/8.58754042589869|P571|+nan-00-00T00:00:00Z/9.|P528|600|P972|Q53629101
QX932|Lde|'Schulhaus Forchstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3598431511468/8.56951984615217|P571|+nan-00-00T00:00:00Z/9.|P528|604|P972|Q53629101
QX933|Lde|'Gottfried Keller-Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3681187152919/8.552312072056|P571|+nan-00-00T00:00:00Z/9.|P528|605|P972|Q53629101
QX934|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4056410716822/8.58103673538921|P571|+1984-00-00T00:00:00Z/9.|P528|6051|P972|Q53629101
QX935|Lde|'Schulhaus Langmatt'|P31|Q1630622|P31|Q53628618|P625|@47.3570106894721/8.58686210658859|P571|+1954-00-00T00:00:00Z/9.|P528|607|P972|Q53629101
QX936|Lde|'Schulhaus Heubeeribüel'|P31|Q1630622|P31|Q53628618|P625|@47.3816669938501/8.56540267021044|P571|+nan-00-00T00:00:00Z/9.|P528|608|P972|Q53629101
QX937|Lde|'Schulhaus Looren A'|P31|Q1630622|P31|Q53628618|P625|@47.3613774286223/8.59678673191874|P571|+1967-00-00T00:00:00Z/9.|P528|610|P972|Q53629101
QX938|Lde|'Anlagen bei der Kirchen'|P31|Q1630622|P31|Q53628618|P625|@47.3608066034393/8.55886982524425|P571|+nan-00-00T00:00:00Z/9.|P528|612|P972|Q53629101
QX939|Lde|'Schulpavillon Hornbachstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3549821364013/8.55306099877394|P571|+nan-00-00T00:00:00Z/9.|P528|614|P972|Q53629101
QX940|Lde|'Schulhaus Balgrist'|P31|Q1630622|P31|Q53628618|P625|@47.3541242448616/8.57762833586015|P571|+1953-00-00T00:00:00Z/9.|P528|620|P972|Q53629101
QX941|Lde|'Schulhaus Altstetterstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3859662777268/8.48638527668564|P571|+nan-00-00T00:00:00Z/9.|P528|624|P972|Q53629101
QX942|Lde|'beim Helmhaus'|P31|Q1630622|P31|Q53628296|P625|@47.3699017467596/8.54305585902022|P571|+1942-00-00T00:00:00Z/9.|P528|63|P972|Q53629101
QX943|Lde|'Schulhaus Herrlig, Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3901209894565/8.48164346057127|P571|+1954-00-00T00:00:00Z/9.|P528|631|P972|Q53629101
QX944|Lde|'Schulhaus Letzi'|P31|Q1630622|P31|Q53628618|P625|@47.370907181583/8.4971805252894|P571|+1957-00-00T00:00:00Z/9.|P528|633|P972|Q53629101
QX945|Lde|'Schulhaus Letzi'|P31|Q1630622|P31|Q53628618|P625|@47.3706577303485/8.49753965396087|P571|+1957-00-00T00:00:00Z/9.|P528|633|P972|Q53629101
QX946|Lde|'Spielplatz bei Kirche'|P31|Q1630622|P31|Q53629707|P625|@47.3842938326966/8.48793539193364|P571|+1991-00-00T00:00:00Z/9.|P528|634|P972|Q53629101
QX947|Lde|'beim Kiosk'|P31|Q1630622|P31|Q53628618|P625|@47.399035968703/8.52195292395417|P571|+1953-00-00T00:00:00Z/9.|P528|644|P972|Q53629101
QX948|Lde|'Schulhaus Lachenzelg'|P31|Q1630622|P31|Q53628618|P625|@47.4049681775438/8.49058029577604|P571|+1953-00-00T00:00:00Z/9.|P528|645|P972|Q53629101
QX949|Lde|'Schulhaus Lachenzelg'|P31|Q1630622|P31|Q53628618|P625|@47.4053840752784/8.48927622001374|P571|+1953-00-00T00:00:00Z/9.|P528|645|P972|Q53629101
QX950|Lde|'Schulhaus Lachenzelg'|P31|Q1630622|P31|Q53628618|P625|@47.4050763393172/8.48924948189933|P571|+1953-00-00T00:00:00Z/9.|P528|645|P972|Q53629101
QX951|Lde|'Badanstalt'|P31|Q1630622|P31|Q53628618|P625|@47.3854825171072/8.53475857107044|P571|+nan-00-00T00:00:00Z/9.|P528|646|P972|Q53629101
QX952|Lde|'Badanstalt'|P31|Q1630622|P31|Q53628618|P625|@47.3851071428898/8.53540304774132|P571|+nan-00-00T00:00:00Z/9.|P528|646|P972|Q53629101
QX953|Lde|'Badanstalt'|P31|Q1630622|P31|Q53628618|P625|@47.3849611640333/8.5356178349378|P571|+nan-00-00T00:00:00Z/9.|P528|646|P972|Q53629101
QX954|Lde|'Schulhaus Nordstrasse , Pausenplatz'|P31|Q1630622|P31|Q53628618|P625|@47.3947904317455/8.52674066593459|P571|+1961-00-00T00:00:00Z/9.|P528|648|P972|Q53629101
QX955|Lde|'Schulhaus Nordstrasse , Pausenplatz'|P31|Q1630622|P31|Q53628618|P625|@47.3949867072422/8.52656549653185|P571|+1961-00-00T00:00:00Z/9.|P528|648|P972|Q53629101
QX956|Lde|'Schulhaus Gubel A und B'|P31|Q1630622|P31|Q53628618|P625|@47.4078687385345/8.54151035358031|P571|+nan-00-00T00:00:00Z/9.|P528|653|P972|Q53629101
QX957|Lde|'Schulhaus Ligusterstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.4065402047113/8.54467137834488|P571|+nan-00-00T00:00:00Z/9.|P528|654|P972|Q53629101
